nom,code_region,code_departement,nb-ptf,nb-datagouv,pop-insee,CSP_chef,age_chef,partis_po_chef,part_plus65,nb_crea_entps,flux_migration_res,part_diplomes,depenses_hab,nb_etudiants,part_etudiants,niveau_rural,densite
Chaliers,84,15,,,176,Sans profession déclarée,63,,33.8,3,null,0.8,2422.66840909091,,,6,4
Chalvignac,84,15,,,468,Agriculteurs propriétaires exploit.,67,,23.7,2,null,3,1974.19852564103,,,6,4
Champagnac,84,15,,,1136,Contremaitres,57,,24.5,5,null,1.4,1867.53730633803,,,5,3
Champs-sur-Tarentaine-Marchal,84,15,,,1090,Retraités agricoles,73,,34.4,9,null,4.8,1567.01655045872,,,5,3
Chanterelle,84,15,,,101,Retr.artis.commerc.chefs d'entrep.,78,,25.3,1,null,1.2,3261.92683168317,,,6,4
La Chapelle-d'Alagnon,84,15,,,254,Agriculteurs propriétaires exploit.,66,,23.2,1,null,3.1,2843.75897637795,,,5,3
La Chapelle-Laurent,84,15,,,282,Retraités agricoles,73,,24.1,6,null,0.9,1883.06982269504,,,6,4
Charmensac,84,15,,,86,Agriculteurs propriétaires exploit.,68,,38.1,0,null,2.6,2622.88430232558,,,6,4
Chaudes-Aigues,84,15,,,912,Retraités fonct.publique (sf enseig.),76,,36.5,5,null,4,2937.48265350877,,,5,3
Chaussenac,84,15,,,223,Retraités fonct.publique (sf enseig.),77,,33.9,0,null,3.3,1836.5601793722,,,6,4
Chazelles,84,15,,,36,Salariés du secteur médical,54,,42.4,0,null,0,2766.16222222222,,,6,4
Cheylade,84,15,,,237,Agents technique et techniciens,50,,38,4,null,3.2,2435.67113924051,,,6,4
Le Claux,84,15,,,194,Retraités agricoles,74,,40,2,null,0.7,3662.8993814433,,,6,4
Clavières,84,15,,,215,Retr.artis.commerc.chefs d'entrep.,72,,28.7,1,null,1.6,2219.114,,,6,4
Collandres,84,15,,,159,Retraités de l'enseignement,72,,25.8,1,null,1.5,1742.49012578616,,,6,4
Coltines,84,15,,,478,Retraités fonct.publique (sf enseig.),84,,18,1,null,2.1,3067.39163179916,,,5,3
Condat,84,15,,,1034,Retraités fonct.publique (sf enseig.),71,Les Républicains,33.9,7,null,3.2,3632.30856866538,,,5,3
Coren,84,15,,,438,Hommes de lettres et Artistes,46,,20.5,1,null,4.5,2014.64666666667,,,5,3
Crandelles,84,15,,,849,Agriculteurs propriétaires exploit.,61,,12.3,6,null,6.7,804.398833922262,,,3,3
Cros-de-Montvert,84,15,,,202,Retraités fonct.publique (sf enseig.),67,,36.1,2,null,1.2,1688.38559405941,,,3,4
Cros-de-Ronesque,84,15,,,144,Retraités agricoles,73,,29.3,2,null,0.9,1072.24444444444,,,3,4
Cussac,84,15,,,133,Retraités de l'enseignement,73,,35.5,0,null,1.9,2057.98255639098,,,6,4
Deux-Verges,84,15,,,52,Agriculteurs propriétaires exploit.,46,,24.5,0,null,5.7,1764.19788461538,,,6,4
Dienne,84,15,,,277,Professeurs du secondaire et techn.,64,,22.1,1,null,6.1,1758.25577617329,,,6,4
Drugeac,84,15,,,356,Employés (secteur privé),64,,28.8,0,null,2.5,1850.42533707865,,,6,4
Escorailles,84,15,,,79,Retraités agricoles,72,,36.7,0,null,1.5,1923.77126582278,,,5,3
Espinasse,84,15,,,82,Agriculteurs propriétaires exploit.,50,,26.9,0,null,3.3,6291.03963414634,,,6,4
Le Falgoux,84,15,,,130,Sans profession déclarée,28,,45.7,0,null,0.9,2845.71353846154,,,6,4
Le Fau,84,15,,,31,Retraités agricoles,71,,64.3,1,null,3.6,3776.03548387097,,,6,4
Ferrières-Saint-Mary,84,15,,,246,Artisans,65,,40.3,1,null,2.4,1208.6475203252,,,6,4
Fontanges,84,15,,,206,Agriculteurs propriétaires exploit.,64,,44.4,1,null,1.1,1637.46849514563,,,6,4
Freix-Anglards,84,15,,,216,Employés (autres entrep. publiques),55,,31.9,0,null,1.1,2029.20805555556,,,3,4
Fridefont,84,15,,,110,Artisans,63,,40.2,0,null,1.3,3191.56345454545,,,6,4
Giou-de-Mamou,84,15,,,797,Cadres (entreprises publiques),55,,19.8,4,null,7.3,637.655420326223,,,3,3
Girgols,84,15,,,80,Agriculteurs propriétaires exploit.,54,,26.7,1,null,7.3,1956.482875,,,4,4
Glénat,84,15,,,180,Employés (autres entrep. publiques),56,,38.4,0,null,1.3,1674.63894444444,,,4,4
Gourdièges,84,15,,,57,Retraités agricoles,69,,26.7,1,null,6,1737.08614035088,,,6,4
Jabrun,84,15,,,160,Agriculteurs propriétaires exploit.,64,,25,0,null,0,1198.7886875,,,6,4
Jaleyrac,84,15,,,378,Agriculteurs propriétaires exploit.,45,,18.7,0,null,3.1,1426.23,,,5,3
Joursac,84,15,,,151,Retraités agricoles,76,,34.2,1,null,3.9,1537.81066225166,,,6,4
Jou-sous-Monjou,84,15,,,107,Agriculteurs propriétaires exploit.,53,,34.3,2,null,2.1,1181.01214953271,,,6,4
Junhac,84,15,,,321,Agriculteurs propriétaires exploit.,63,,32.6,2,null,3.1,1454.75750778816,,,4,4
Jussac,84,15,,,2069,Retraités salariés privés,75,,24.8,9,null,3.8,1159.43338327695,,,3,3
Labesserette,84,15,,,301,Retraités agricoles,77,,19.7,1,null,2.3,1098.43956810631,,,4,4
Labrousse,84,15,,,518,Retraités des entreprises publiques,69,,16.8,0,null,2.2,1372.68959459459,,,3,3
Lacapelle-Barrès,84,15,,,62,Retraités des professions libérales,73,,39.6,0,null,6.2,1683.55161290323,,,6,4
Lacapelle-del-Fraisse,84,15,,,343,Professeurs du secondaire et techn.,67,,18.3,3,null,3.9,1813.68341107872,,,3,4
Lacapelle-Viescamp,84,15,,,522,Retraités fonct.publique (sf enseig.),77,,22.3,1,null,4.7,930.59908045977,,,3,3
Ladinhac,84,15,,,470,Employés (secteur privé),36,,27.9,0,null,1.7,1135.60895744681,,,4,4
Lafeuillade-en-Vézie,84,15,,,623,Retr.artis.commerc.chefs d'entrep.,75,,21.5,4,null,2.4,1339.14913322632,,,3,3
Landeyrat,84,15,,,98,Retraités fonct.publique (sf enseig.),72,,27,1,null,2.7,2042.55489795918,,,6,4
Lanobre,84,15,,,1466,Retraités salariés privés,67,,33.1,6,null,3.3,1868.961473397,,,5,3
Lapeyrugue,84,15,,,109,Retraités agricoles,76,,39.9,1,null,3.7,2762.78110091743,,,4,4
Laroquebrou,84,15,,,904,Retraités de l'enseignement,74,,35.2,5,null,4.8,2117.2017920354,,,3,3
Laroquevieille,84,15,,,353,Agriculteurs propriétaires exploit.,62,,22.1,3,null,2.1,929.082124645892,,,3,3
Lascelle,84,15,,,307,Professeurs du secondaire et techn.,67,,24.8,1,null,5.6,839.691335504886,,,3,4
Lastic,84,15,,,128,Fonctionnaires de catégorie A,60,,32.4,0,null,1,1377.308671875,,,6,4
Laurie,84,15,,,92,Retraités agricoles,69,,26.4,1,null,0,3084.28826086957,,,6,4
Laveissenet,84,15,,,132,Agriculteurs propriétaires exploit.,69,,26.8,0,null,1,1647.39174242424,,,6,4
Laveissière,84,15,,,547,Retraités agricoles,73,,18.3,6,null,4.4,2868.75903107861,,,6,4
Lavigerie,84,15,,,105,Retraités salariés privés,74,,33.6,0,null,1.1,2071.24733333333,,,6,4
Leucamp,84,15,,,237,Autres professions libérales,63,,29.5,0,null,0.5,1919.84101265823,,,3,4
Leynhac,84,15,,,353,Agriculteurs propriétaires exploit.,52,,30.6,0,null,2.2,1192.21419263456,,,6,4
Leyvaux,84,15,,,40,Retraités agricoles,69,,32.4,0,null,0,2416.7045,,,6,4
Lieutadès,84,15,,,171,Retr.artis.commerc.chefs d'entrep.,74,,41.7,1,null,3.8,1907.12432748538,,,6,4
Lorcières,84,15,,,178,Agriculteurs propriétaires exploit.,53,,34.9,0,null,0,2166.52825842697,,,6,4
Val d'Arcomie,84,15,,,1015,Agriculteurs propriétaires exploit.,51,,26.8,4,null,2.1,2146.19392118227,,,6,4
Lugarde,84,15,,,153,Retraités fonct.publique (sf enseig.),75,,28.2,1,null,3.1,1956.26405228758,,,6,4
Madic,84,15,,,217,Autres cadres (secteur privé),54,,29.8,3,null,3.4,801.503041474654,,,5,3
Malbo,84,15,,,105,Retraités agricoles,82,,31.9,1,null,5.2,2511.08352380952,,,6,4
Mandailles-Saint-Julien,84,15,,,189,Professeurs du secondaire et techn.,60,,28.3,1,null,4.2,2109.20825396825,,,4,4
Marcenat,84,15,,,518,Retraités fonct.publique (sf enseig.),75,,35.2,0,null,4.9,1990.13849420849,,,5,3
Marchastel,84,15,,,164,Retraités de l'enseignement,69,,25.5,0,null,0.8,1419.31725609756,,,6,4
Marcolès,84,15,,,645,Retraités de l'enseignement,68,,28.5,5,null,4.4,3445.77767441861,,,4,3
Marmanhac,84,15,,,750,Fonctionnaires de catégorie B,69,,21.8,5,null,4.1,979.628746666667,,,3,3
Massiac,84,15,,,1818,Retraités salariés privés,74,,32.8,11,null,4.3,1222.71727172717,,,5,3
Mauriac,84,15,,,3926,Vétérinaires,68,,34.1,18,null,3.9,1417.83353795211,24,0.6,5,3
Maurines,84,15,,,109,Retraités agricoles,68,,22.9,0,null,2.5,1317.41605504587,,,6,4
Maurs,84,15,,,2249,Agriculteurs propriétaires exploit.,60,,36.1,14,null,4.5,1392.70995108937,,,5,3
Méallet,84,15,,,177,Retraités fonct.publique (sf enseig.),73,,29.5,3,null,2.6,1702.90440677966,,,6,4
Menet,84,15,,,582,Retraités fonct.publique (sf enseig.),76,,29.3,4,null,2.8,1229.13926116839,,,5,3
Mentières,84,15,,,127,Retraités agricoles,70,,18.9,1,null,8.4,2084.77614173228,,,6,4
Molèdes,84,15,,,100,Agents technique et techniciens,49,,45.7,0,null,2.9,1753.1313,,,6,4
Molompize,84,15,,,291,Retraités salariés privés,84,,28,1,null,1.6,1081.13694158076,,,6,4
La Monselie,84,15,,,110,Contremaitres,65,,24.1,0,null,3.4,1621.86372727273,,,6,4
Montboudif,84,15,,,196,Retraités agricoles,77,,34.2,0,null,1.8,1745.125,,,6,4
Montchamp,84,15,,,140,Agriculteurs propriétaires exploit.,56,,22.6,0,null,0,1436.12485714286,,,6,4
Le Monteil,84,15,,,290,Retraités salariés privés,75,,29.1,2,null,3.9,2311.42203448276,,,6,4
Montgreleix,84,15,,,45,Entrepreneurs en batiments,61,Les Républicains,29.5,1,null,2.7,8423.66288888889,,,6,4
Montmurat,84,15,,,135,Autres professions libérales,62,,23.9,0,null,3.8,1654.22659259259,,,6,4
Montsalvy,84,15,,,849,Retr.artis.commerc.chefs d'entrep.,74,,42,4,null,2.4,3010.45983510012,,,4,3
Montvert,84,15,,,120,Agriculteurs propriétaires exploit.,56,Parti socialiste,33.6,1,null,3.2,1306.82883333333,,,4,4
Montvert,84,15,,,120,Agriculteurs propriétaires exploit.,56,Parti socialiste unifié,33.6,1,null,3.2,1306.82883333333,,,4,4
Montvert,84,15,,,120,Agriculteurs propriétaires exploit.,56,La République en marche,33.6,1,null,3.2,1306.82883333333,,,4,4
Moussages,84,15,,,278,Retraités fonct.publique (sf enseig.),68,,23.9,2,null,4.5,1256.53194244604,,,6,4
Murat,84,15,,,2016,Commercants,48,,34,9,null,5.5,1783.06699404762,,,5,3
Narnhac,84,15,,,74,Retraités agricoles,81,,42.6,0,null,3.5,2985.85905405405,,,6,4
Naucelles,84,15,,,2044,Salariés du secteur médical,64,,22.7,5,null,6.5,956.123909001957,,,3,3
Neussargues en Pinatelle,84,15,,,1873,Ingénieurs,55,,29.9,7,null,3.3,1244.32872397224,,,6,4
Neuvéglise-sur-Truyère,84,15,,,1797,Fonctionnaires de catégorie A,40,,25.2,6,null,3.2,1536.46100723428,,,6,4
Nieudan,84,15,,,109,Retr.artis.commerc.chefs d'entrep.,76,,29.1,0,null,8.4,1627.59440366973,,,3,4
Omps,84,15,,,358,Retraités fonct.publique (sf enseig.),67,,18,1,null,1.2,1450.47815642458,,,3,3
Pailherols,84,15,,,134,Agriculteurs propriétaires exploit.,63,,25.2,2,null,3.7,1230.56701492537,,,6,4
Parlan,84,15,,,444,Agriculteurs propriétaires exploit.,67,,23.1,5,null,4,1537.08459459459,,,3,4
Paulhac,84,15,,,428,Commercants,66,,26.2,3,null,2.1,2973.25317757009,,,6,4
Paulhenc,84,15,,,251,Retraités agricoles,73,,32.6,0,null,2.8,1154.10737051793,,,6,4
Peyrusse,84,15,,,154,Retraités agricoles,69,,31.2,0,null,2.3,1941.04090909091,,,6,4
Pierrefort,84,15,,,926,Fonctionnaires de catégorie A,65,,34.7,5,null,4.2,1735.52225701944,,,5,3
Pleaux,84,15,,,1541,Employés (secteur privé),64,,36.7,3,null,2.2,1996.49737183647,,,5,3
Polminhac,84,15,,,1177,Retraités agricoles,77,,22.8,11,null,3.3,992.122557349193,,,3,3
Pradiers,84,15,,,91,Agriculteurs propriétaires exploit.,65,,39.1,0,null,0,2341.61131868132,,,6,4
Prunet,84,15,,,676,Retraités agricoles,73,,13.9,2,null,2.1,1090.98726331361,,,3,4
Quézac,84,15,,,369,Cadres supérieurs (secteur privé),69,,25.7,2,null,1.9,1533.74772357724,,,5,3
Rageade,84,15,,,99,Sans profession déclarée,71,,26.5,0,null,1.1,3793.3302020202,,,6,4
Raulhac,84,15,,,283,Cadres supérieurs (secteur privé),62,,42.8,1,null,2.4,1973.49929328622,,,4,4
Reilhac,84,15,,,1129,Retraités fonct.publique (sf enseig.),72,,25.5,3,null,4.7,1268.18669619132,,,3,3
Rézentières,84,15,,,114,Agriculteurs propriétaires exploit.,57,,19.3,2,null,0,2738.97166666667,,,6,4
Riom-ès-Montagnes,84,15,,,2584,Retraités salariés privés,73,,34.6,19,null,3.9,1386.6570123839,,,5,3
Roannes-Saint-Mary,84,15,,,1104,Avocats,50,,17.4,3,null,3.3,842.597373188406,,,3,3
Roffiac,84,15,,,629,Retraités fonct.publique (sf enseig.),74,,23,2,null,2.8,1364.55343402226,,,6,4
Rouffiac,84,15,,,211,Agriculteurs propriétaires exploit.,70,,31.7,1,null,5.3,2229.96317535545,,,3,4
Roumégoux,84,15,,,322,Retraités fonct.publique (sf enseig.),67,,19.2,0,null,3,877.765931677019,,,3,3
Rouziers,84,15,,,122,Cadres (entreprises publiques),59,,20.8,0,null,3.4,1616.61754098361,,,4,4
Ruynes-en-Margeride,84,15,,,711,Retraités de l'enseignement,69,,21.3,5,null,3.7,2198.23101265823,,,5,3
Saignes,84,15,,,869,Retraités salariés privés,69,,41.8,6,null,3,4682.48368239356,,,5,3
Saint-Amandin,84,15,,,231,Retr.artis.commerc.chefs d'entrep.,74,,29,1,null,4.2,4846.19164502165,,,6,4
Saint-Antoine,84,15,,,113,Agriculteurs propriétaires exploit.,61,,43,0,null,1.3,797.543539823009,,,4,4
Saint-Bonnet-de-Condat,84,15,,,119,Professeurs de faculté,79,Union pour un mouvement populaire,37.1,0,null,4.9,2137.76361344538,,,6,4
Saint-Bonnet-de-Condat,84,15,,,119,Professeurs de faculté,79,Rassemblement pour la République,37.1,0,null,4.9,2137.76361344538,,,6,4
Saint-Bonnet-de-Salers,84,15,,,287,Retraités agricoles,74,,34.8,0,null,1.3,1019.7075261324,,,6,4
Saint-Cernin,84,15,,,1100,Artisans,59,,22.4,4,null,3.7,1081.53869090909,,,3,3
Saint-Chamant,84,15,,,244,Agriculteurs propriétaires exploit.,64,,28.7,2,null,1.5,1147.22028688525,,,4,4
Saint-Cirgues-de-Jordanne,84,15,,,138,Médecins,69,,26.2,0,null,8.1,1375.52572463768,,,3,4
Saint-Cirgues-de-Malbert,84,15,,,254,Employés (secteur privé),64,,23.7,0,null,5.7,1217.09708661417,,,3,4
Saint-Clément,84,15,,,76,Autres professions libérales,71,,27,1,null,3.2,2156.66921052632,,,4,4
Saint-Constant-Fournoulès,84,15,,,635,Agriculteurs propriétaires exploit.,66,,34.7,1,null,2.9,1027.65081889764,,,5,3
Saint-Étienne-Cantalès,84,15,,,136,Autres cadres (secteur privé),47,,13.4,0,null,5.8,3335.35882352941,,,3,4
Saint-Étienne-de-Carlat,84,15,,,138,Agriculteurs propriétaires exploit.,52,,16.7,0,null,2.2,1214.16217391304,,,3,4
Saint-Étienne-de-Maurs,84,15,,,796,Autres cadres (secteur privé),69,,31.5,5,null,4.3,765.252474874372,,,5,3
Saint-Étienne-de-Chomeil,84,15,,,224,Artisans,63,,30,1,null,6.1,1434.28424107143,,,6,4
Sainte-Eulalie,84,15,,,213,Retraités agricoles,71,,25.1,3,null,2.7,1679.82201877934,,,6,4
Saint-Flour,84,15,,,7061,Permanents politiques,67,Union des démocrates et indépendants,26.3,48,null,6.2,2498.84501487042,97,1.4,2,2
Saint-Flour,84,15,,,7061,Permanents politiques,67,Union pour un mouvement populaire,26.3,48,null,6.2,2498.84501487042,97,1.4,2,2
Saint-Flour,84,15,,,7061,Permanents politiques,67,Parti radical,26.3,48,null,6.2,2498.84501487042,97,1.4,2,2
Saint-Georges,84,15,,,1208,Autres cadres (secteur privé),66,,21.9,8,null,2.2,881.091556291391,,,5,3
Saint-Gérons,84,15,,,220,Agriculteurs propriétaires exploit.,66,,32.4,7,null,1.6,3571.60736363636,,,3,4
Saint-Hippolyte,84,15,,,120,Agriculteurs propriétaires exploit.,61,,31.9,0,null,4.3,2275.63283333333,,,6,4
Saint-Illide,84,15,,,666,Médecins,65,,33.2,3,null,1.1,1060.37243243243,,,4,3
Saint-Jacques-des-Blats,84,15,,,354,Employés (secteur privé),52,,24.6,1,null,4.2,1892.87926553672,,,6,4
Saint-Julien-de-Toursac,84,15,,,122,Retraités fonct.publique (sf enseig.),66,,30.6,0,null,4.5,4410.31704918033,,,6,4
Saint-Mamet-la-Salvetat,84,15,,,1591,Vétérinaires,62,,19,6,null,4.1,3461.98525455688,,,3,3
Sainte-Marie,84,15,,,111,Agriculteurs propriétaires exploit.,61,,34.6,1,null,7.8,5267.45828828829,,,6,4
Saint-Martial,84,15,,,82,Fonctionnaires de catégorie C,40,,32.5,0,null,1.6,2297.32243902439,,,6,4
Saint-Martin-Cantalès,84,15,,,152,Professeurs du secondaire et techn.,81,,32.2,0,null,5,2781.63796052632,,,3,4
Saint-Martin-sous-Vigouroux,84,15,,,247,Retr.artis.commerc.chefs d'entrep.,79,,35.4,1,null,4,1601.20125506073,,,6,4
Saint-Martin-Valmeroux,84,15,,,781,Fonctionnaires de catégorie B,51,,33.4,3,null,2.9,2069.82404609475,,,5,3
Saint-Mary-le-Plain,84,15,,,163,Retraités agricoles,68,,30.2,1,null,2.2,2069.36312883436,,,6,4
Saint-Paul-des-Landes,84,15,,,1581,Retraités de l'enseignement,70,,20.4,14,null,4.2,988.481581277672,,,3,3
Saint-Paul-de-Salers,84,15,,,110,Retr.artis.commerc.chefs d'entrep.,77,,39,1,null,3.3,2204.25290909091,,,6,4
Saint-Pierre,84,15,,,140,Agriculteurs propriétaires exploit.,72,,21.8,1,null,2.6,8107.43442857143,,,6,4
Saint-Poncy,84,15,,,363,Retraités salariés privés,95,,22,1,null,1.5,951.64347107438,,,6,4
Saint-Projet-de-Salers,84,15,,,139,Retraités agricoles,78,,26.1,0,null,3.7,6533.58330935252,,,4,4
Saint-Rémy-de-Chaudes-Aigues,84,15,,,121,Retraités agricoles,79,,33.9,0,null,2.9,2048.11181818182,,,6,4
Saint-Santin-Cantalès,84,15,,,314,Employés (autres entrep. publiques),74,,20.8,2,null,2.2,1085.25375796178,,,3,4
Saint-Santin-de-Maurs,84,15,,,369,Commercants,54,,27.8,3,null,3.4,695.855094850949,,,5,3
Saint-Saturnin,84,15,,,210,Retr.artis.commerc.chefs d'entrep.,70,,30.7,0,null,2.9,1660.43866666667,,,6,4
Saint-Saury,84,15,,,195,Retraités agricoles,72,,31.5,1,null,2,1924.23174358974,,,4,4
Saint-Simon,84,15,,,1189,Représentants de commerce,65,,25,10,null,6,1061.5277628259,,,3,3
Saint-Urcize,84,15,,,457,Autres retraités,77,,41.2,4,null,2.7,2531.7218380744,,,6,4
Saint-Victor,84,15,,,112,,,,27.1,0,null,5.1,1023.74857142857,,,4,4
Saint-Vincent-de-Salers,84,15,,,71,Retraités agricoles,83,,48.5,0,null,6.5,2275.4061971831,,,6,4
Salers,84,15,,,333,Agriculteurs propriétaires exploit.,72,,42.1,3,null,2.7,5666.17033033033,,,6,4
Salins,84,15,,,147,Agriculteurs propriétaires exploit.,63,,25.2,1,null,3.1,1457.44108843537,,,6,4
Sansac-de-Marmiesse,84,15,,,1390,Retraités de l'enseignement,75,,18.5,7,null,3.2,887.474647482014,,,3,3
Sansac-Veinazès,84,15,,,226,Agriculteurs propriétaires exploit.,55,,30.1,0,null,0.6,1057.82168141593,,,4,4
Sauvat,84,15,,,216,Médecins,71,,25.7,0,null,3.1,1230.71143518519,,,6,4
La Ségalassière,84,15,,,136,Employés (secteur privé),48,,34.7,1,null,2.9,1278.55661764706,,,3,4
Ségur-les-Villas,84,15,,,208,Représentants de commerce,74,,37,4,null,2.4,1854.22072115385,,,6,4
Sénezergues,84,15,,,196,Fonctionnaires de catégorie C,64,,33.7,0,null,6.5,2067.81724489796,,,4,4
Siran,84,15,,,494,Retraités fonct.publique (sf enseig.),78,,36,0,null,1.8,1438.16817813765,,,4,4
Soulages,84,15,,,83,Agriculteurs propriétaires exploit.,40,,34.6,1,null,1.4,1723.77807228916,,,6,4
Sourniac,84,15,,,215,Agriculteurs propriétaires exploit.,61,,23.4,0,null,3.1,971.152511627907,,,5,3
Talizat,84,15,,,600,Retr.artis.commerc.chefs d'entrep.,70,,23.2,1,null,1.7,1385.54261666667,,,5,3
Tanavelle,84,15,,,246,Autres cadres (secteur privé),65,,21.4,0,null,0,1355.84024390244,,,6,4
Teissières-de-Cornet,84,15,,,290,Employés (secteur privé),61,,14,2,null,3.4,650.208586206897,,,3,4
Teissières-lès-Bouliès,84,15,,,325,Autres retraités,77,Union pour un mouvement populaire,23.1,2,null,5.9,1183.40618461538,,,3,4
Teissières-lès-Bouliès,84,15,,,325,Autres retraités,77,Union pour la démocratie française,23.1,2,null,5.9,1183.40618461538,,,3,4
Teissières-lès-Bouliès,84,15,,,325,Autres retraités,77,Parti républicain,23.1,2,null,5.9,1183.40618461538,,,3,4
Les Ternes,84,15,,,604,Agriculteurs propriétaires exploit.,66,,16.5,4,null,3,824.710413907285,,,5,3
Thiézac,84,15,,,628,Retraités des entreprises publiques,69,,27.6,5,null,5,1554.16270700637,,,4,3
Tiviers,84,15,,,175,Agriculteurs propriétaires exploit.,48,,20.1,2,null,3,2055.95354285714,,,6,4
Tournemire,84,15,,,128,Agriculteurs propriétaires exploit.,64,,39.1,0,null,5.2,1870.884140625,,,4,4
Trémouille,84,15,,,184,Retraités agricoles,78,,40,1,null,3.3,2668.87983695652,,,6,4
La Trinitat,84,15,,,51,Retraités agricoles,71,,31.2,0,null,0,3035.87294117647,,,6,4
Le Trioulou,84,15,,,109,Agriculteurs propriétaires exploit.,59,,15.8,0,null,2.5,896.112935779816,,,6,4
Trizac,84,15,,,532,Retraités agricoles,79,,34.7,3,null,3.3,1438.87387218045,,,6,4
Ussel,84,15,,,487,Retraités de l'enseignement,68,,14.6,2,null,3.8,1079.33201232033,,,5,3
Vabres,84,15,,,254,Retraités agricoles,70,,22.6,0,null,3,926.215551181102,,,6,4
Valette,84,15,,,240,Fonctionnaires de catégorie C,41,,20.6,0,null,2.6,2885.01695833333,,,6,4
Valjouze,84,15,,,23,Fonctionnaires de catégorie A,53,,20.8,0,null,10.5,1534.74913043478,,,6,4
Valuéjols,84,15,,,571,Agriculteurs propriétaires exploit.,45,,24.1,0,null,2.2,1315.25283712785,,,6,4
Le Vaulmier,84,15,,,72,Retraités salariés privés,71,,44.3,0,null,3.2,1795.55833333333,,,6,4
Vebret,84,15,,,514,Fonctionnaires de catégorie B,45,,25.3,6,null,1.5,1079.69175097276,,,6,4
Védrines-Saint-Loup,84,15,,,146,Fonctionnaires de catégorie A,68,,37.4,0,null,0.8,3299.97664383562,,,6,4
Velzic,84,15,,,428,Retraités fonct.publique (sf enseig.),75,,21.6,2,null,4.6,800.404789719626,,,3,3
Vernols,84,15,,,66,Agriculteurs propriétaires exploit.,46,,33.8,0,null,0,4086.23742424242,,,6,4
Veyrières,84,15,,,113,Agriculteurs propriétaires exploit.,59,,35.3,0,null,5,1975.9596460177,,,6,4
Vézac,84,15,,,1236,Cadres supérieurs (secteur privé),66,,17.3,7,null,4.4,1019.38030744337,,,3,3
Vèze,84,15,,,63,Retraités fonct.publique (sf enseig.),68,,36.2,0,null,5.3,2736.42285714286,,,6,4
Vezels-Roussy,84,15,,,135,Artisans,58,,27.1,0,null,0,1428.77037037037,,,3,4
Vic-sur-Cère,84,15,,,1864,Autres professions,65,,32,16,null,4,1955.5139860515,,,3,3
Vieillespesse,84,15,,,259,Agriculteurs propriétaires exploit.,51,,18.5,0,null,1.5,1231.55586872587,,,6,4
Vieillevie,84,15,,,115,Artisans,64,,48.6,0,null,8.1,1906.29417391304,,,4,4
Le Vigean,84,15,,,847,Retraités salariés privés,71,,25.5,7,null,5.1,1188.36365997639,,,5,3
Villedieu,84,15,,,560,Retraités de l'enseignement,73,,16.9,3,null,2.6,805.918,,,5,3
Virargues,84,15,,,139,Agriculteurs propriétaires exploit.,69,,20.3,0,null,4.7,1538.34201438849,,,6,4
Vitrac,84,15,,,268,Sans profession déclarée,64,,20.8,3,null,3.8,1368.13242537313,,,3,4
Ydes,84,15,,,1806,Retraités salariés privés,72,,31.2,7,null,3.4,1987.85431893688,,,5,3
Yolet,84,15,,,565,Retraités salariés privés,69,,16.6,4,null,6.2,803.727504424779,,,3,3
Ytrac,84,15,,,4339,Retraités de l'enseignement,71,,20.6,30,null,4.4,1042.38500345702,,,3,3
Le Rouget-Pers,84,15,,,1282,Fonctionnaires de catégorie A,54,,33.6,8,null,4.1,1375.4051950078,,,4,3
Besse,84,15,,,126,Médecins,65,,33.8,1,null,5.2,1295.14253968254,,,4,4
Abzac,75,16,,,490,Retraités fonct.publique (sf enseig.),73,,32.2,8,null,1.9,943.094244897959,,,6,4
Les Adjots,75,16,,,537,Retraités fonct.publique (sf enseig.),76,,19.5,6,null,2.7,474.350595903166,,,5,3
Agris,75,16,,,873,Agriculteurs propriétaires exploit.,65,,20.3,7,null,2.8,843.522439862543,,,4,3
Aigre,75,16,,,1646,Employés (secteur privé),52,,35.8,11,null,3.2,931.769052247874,,,5,3
Alloue,75,16,,,514,Contremaitres,56,,33,3,null,4.6,1512.85824902724,,,6,4
Ambérac,75,16,,,329,Fonctionnaires de catégorie C,56,,23.2,2,null,2.8,830.573951367781,,,6,4
Ambernac,75,16,,,368,Retraités de l'enseignement,65,,27.9,6,null,4.7,1798.83304347826,,,6,4
Ambleville,75,16,,,187,Agriculteurs propriétaires exploit.,61,,31.7,3,null,4.1,1338.24898395722,,,6,4
Anais,75,16,,,602,Employés (secteur privé),51,,16.5,10,null,5.4,2690.30742524917,,,4,3
Angeac-Champagne,75,16,,,518,Retr.artis.commerc.chefs d'entrep.,70,,19.8,7,null,2.3,1969.61762548263,,,4,4
Angeac-Charente,75,16,,,348,Retraités des entreprises publiques,77,,31,5,null,3.7,595.47459770115,,,5,3
Angeduc,75,16,,,125,Retraités salariés privés,68,,17.6,0,null,2.1,459.77888,,,5,3
Angoulême,75,16,,,44629,Permanents politiques,41,Libres,19.6,557,16374,11.1,2133.44626162361,2086,4.7,2,2
Ansac-sur-Vienne,75,16,,,856,Employés (secteur privé),51,,27.6,1,null,2.2,772.585841121495,,,5,3
Ars,75,16,,,751,Artisans,41,,22.7,8,null,7.5,658.632436750999,,,4,3
Asnières-sur-Nouère,75,16,,,1238,Retraités salariés privés,67,,17.4,7,null,4.8,811.020040387722,,,4,3
